customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
3040,Sharon Pearson,christyfletcher@example.org,Brazil,2021-07-28,Standard,76.83
3041,Danielle Frey,taylorgina@example.org,India,2022-05-01,Basic,37.01
3042,Elaine Lewis,hendersonjacob@example.org,Australia,2022-09-21,Basic,60.94
3043,Stacy Smith,troy19@example.net,Canada,2024-03-06,Standard,60.58
3044,Derrick Peterson,urivera@example.org,France,2025-06-24,Premium,47.20
3045,Michael Dean,cbrown@example.com,India,2021-02-16,Standard,37.42
3046,Ronnie Kramer,andreawalker@example.org,Australia,2026-08-04,Standard,69.94
3047,Misty Hernandez MD,jasonmoore@example.com,United Kingdom,2022-01-09,Basic,51.98
3048,Jennifer Barber,nmcdonald@example.org,Germany,2020-03-22,Standard,27.10
3049,Alyssa Lang,friedmanrichard@example.com,Germany,2024-11-28,Premium,59.81
3050,Andrew Mendez,clarkmichael@example.org,Australia,2023-12-07,Basic,36.11
3051,Angela Holloway,claireflynn@example.org,United Kingdom,2025-03-13,Basic,43.76
3052,Steven Nelson,tmoody@example.net,France,2022-05-06,Basic,124.72
3053,Jessica Fisher,wkennedy@example.com,Brazil,2025-01-28,Basic,36.69
3054,Andrew Mann,ashley06@example.org,Australia,2023-12-22,Basic,18.88
3055,Rebecca Acevedo,lindabates@example.com,France,2024-12-06,Standard,29.76
3056,Ethan Tucker,sonya14@example.net,Brazil,2021-03-04,Premium,63.96
3057,Laura Washington,danschaefer@example.net,United States,2023-06-07,Premium,72.19
3058,Michelle Simmons,megan91@example.com,United Kingdom,2025-01-10,Standard,53.79
3059,Mary Thomas,lisa04@example.net,United Kingdom,2025-02-12,Standard,19.05
3060,Carlos Walker,bhampton@example.com,Germany,2022-06-27,Standard,48.08
3061,Joshua Padilla,patricia12@example.org,Japan,2026-07-31,Standard,77.43
3062,Kristina Morgan,guerrerorenee@example.com,United Kingdom,2024-01-03,Standard,49.62
3063,Patrick Huerta,allen12@example.net,Brazil,2025-02-24,Basic,76.35
3064,Michele Torres,derricklee@example.net,Brazil,2022-08-15,Premium,37.25
3065,Mike Francis,oevans@example.org,Australia,2024-03-17,Standard,58.76
3066,Susan Anderson,gbrown@example.net,Canada,2025-07-19,Premium,66.04
3067,Mr. Joshua Abbott,ifox@example.net,Japan,2023-05-23,Basic,22.49
3068,Nicholas Wolfe,hughesbrandon@example.net,Brazil,2023-12-07,Standard,56.59
3069,William Greene,barbara56@example.com,Canada,2020-11-14,Premium,98.70
3070,Loretta Bradley,peter58@example.com,Japan,2025-05-14,Standard,38.86
3071,Aaron Oliver,rlee@example.net,India,2026-05-24,Basic,41.57
3072,Joshua Berry,zmoore@example.org,Netherlands,2022-12-24,Standard,23.25
3073,Jason Kelly,robertcruz@example.org,India,2025-01-31,Standard,71.00
3074,Max Mills,jessica86@example.com,Japan,2024-06-07,Premium,36.81
3075,Heather Esparza,wmorris@example.com,Germany,2022-05-29,Premium,96.22
3076,James Griffin,jonathanjordan@example.org,United Kingdom,2020-05-12,Premium,108.97
3077,Heather Perry,istokes@example.com,Brazil,2020-04-02,Standard,137.86
3078,Shannon Green,jonathan12@example.org,Canada,2024-07-30,Standard,65.99
3079,Sandra Harris,afitzpatrick@example.org,United Kingdom,2026-07-05,Basic,110.91
3080,Cynthia Flores,bbarr@example.org,Brazil,2024-02-12,Standard,90.94
3081,Tyler Russell,ucamacho@example.org,Japan,2023-05-16,Premium,85.33
3082,Daniel Day,maciaskenneth@example.com,Netherlands,2026-04-14,Standard,43.89
3083,Kimberly Fitzgerald,thompsonlaura@example.com,Japan,2022-06-24,Standard,129.02
3084,Christy Contreras,anthonyfranklin@example.com,Brazil,2022-06-15,Premium,50.68
3085,Karen Washington,silvaryan@example.org,India,2021-12-05,Basic,83.00
3086,Kristi Rodriguez MD,rtaylor@example.com,France,2024-04-25,Premium,121.61
3087,Hector Carrillo,alisha45@example.org,Australia,2020-02-09,Premium,26.19
3088,Kathleen Fowler,gevans@example.org,India,2024-09-26,Standard,41.03
3089,Lori Dunn,ashleyrhodes@example.com,India,2023-08-08,Standard,107.78
3090,Danielle Thomas,dianereynolds@example.org,Germany,2022-04-21,Standard,71.28
3091,Lindsay Farmer,solistara@example.com,Brazil,2022-06-10,Standard,15.84
3092,Erik Williams,abigail90@example.com,India,2025-01-27,Standard,46.07
3093,Joseph Stevens,elliottscott@example.com,Germany,2023-10-14,Basic,16.30
3094,Tina Wilson,,India,2021-02-01,Standard,29.46
3095,Caitlin Smith,carl64@example.net,Canada,2020-09-12,Standard,37.98
3096,Jennifer Robertson,maryflores@example.net,United Kingdom,2023-12-22,Standard,34.16
3097,Colleen Maddox,daniel62@example.org,United States,2022-06-24,Standard,56.49
3098,Jamie Dean,pjohnson@example.com,Germany,2022-05-01,Standard,70.86
3099,Christine Sweeney,gabriel67@example.com,Canada,2024-04-17,Basic,73.05
3100,Ryan Lewis,alee@example.com,Australia,2025-12-23,Basic,19.86
3101,Rebecca Davis,watsontina@example.net,Canada,2022-01-06,Basic,76.90
3102,Samantha Hart,kenneththomas@example.com,United Kingdom,2025-12-28,Premium,61.28
3103,Tanya Young,ldean@example.org,Germany,2023-03-15,Standard,26.65
3104,Jerry Shaw,ohardy@example.net,Brazil,2022-11-17,Standard,28.51
3105,Ronald Brown,hoopernicole@example.org,Germany,2024-12-27,Premium,115.86
3106,Marcia Brown,rstewart@example.net,Germany,2026-01-15,Basic,135.71
3107,Andrea Moody,lisa79@example.com,Brazil,2023-11-05,Standard,95.27
3108,Angela Cardenas,ucrawford@example.org,India,2023-11-26,Basic,93.71
3109,Heather Brown,cameronkaitlyn@example.com,Netherlands,2020-03-19,Standard,47.45
3110,Jordan Franklin,jmorrison@example.net,Japan,2021-11-23,Basic,138.98
3111,Krista Ramos,jjackson@example.org,Japan,2024-09-26,Basic,60.77
3112,Jennifer Hernandez,aliciacallahan@example.org,Brazil,2021-07-02,Basic,62.35
3113,Rachel Morrison,lmaldonado@example.org,Australia,2020-11-03,Premium,30.87
3114,Keith Mccormick,joanna88@example.org,United Kingdom,2024-01-23,Basic,49.04
3115,Brandi Stokes,yboone@example.org,Germany,2025-03-12,Standard,149.73
3116,Sarah Carlson,zsmith@example.com,Netherlands,2020-08-01,Standard,56.41
3117,Mr. Justin Hughes,williamsbrenda@example.org,Netherlands,2022-11-21,Basic,76.25
3118,Sarah Stanley,jeffreywhitehead@example.net,Canada,2021-01-20,Basic,43.85
3119,Jason Murphy,pmorse@example.net,Brazil,2021-02-08,Basic,44.21
3120,Whitney Lee,yatkins@example.net,Germany,2025-05-05,Standard,43.68
3121,Brian Jackson,hannah07@example.com,France,2024-10-28,Standard,59.44
3122,Ryan Flores,craigmurphy@example.net,Japan,2021-10-13,Standard,19.70
3123,Larry Wiley,howarddawn@example.net,Brazil,2021-10-01,Premium,47.94
3124,Eric Holden,zacharypage@example.com,United States,2025-12-24,Basic,43.69
3125,John Williams,danieljones@example.org,Japan,2022-05-01,Premium,124.22
3126,Sarah Gonzalez,goodwinsharon@example.net,Japan,2023-03-02,Standard,260.06
3127,Paula Guzman,owilson@example.com,India,2024-02-21,Standard,22.20
3128,Kimberly Russo,aguilarsamuel@example.com,Germany,2026-05-25,Premium,26.87
3129,Jeffery Carter,jessebeltran@example.net,United States,2026-06-11,Premium,55.08
3130,Philip Hall,kcherry@example.com,Germany,2020-07-15,Premium,76.78
3131,Andrea Robinson,bswanson@example.com,Australia,2026-08-13,Standard,132.10
3132,Christine Wilson,christiecastillo@example.com,Canada,2025-08-11,Standard,63.54
3133,Michele Thomas,tdiaz@example.org,Canada,2020-06-12,Standard,80.01
3134,Patricia Clark,ghall@example.com,United States,2022-07-05,Basic,46.06
3135,Tammy Stanley,taylormaria@example.com,United States,2020-12-20,Premium,20.34
3136,James Haney,wendyperez@example.org,France,2021-05-01,Basic,45.74
3137,Jeffrey Price,casey54@example.net,United States,2022-03-31,Standard,68.41
3138,Sarah Fletcher,tlozano@example.com,Canada,2025-06-12,Premium,18.14
3139,Laura Gardner,hthompson@example.com,France,2024-10-08,Standard,57.30
3140,Tanya Wilson,dorseytony@example.net,United Kingdom,2024-04-18,Standard,40.52
3141,Angela Beck,ramosmatthew@example.org,India,2023-11-12,Standard,92.63
3142,Donna Murillo,ecunningham@example.net,Germany,2021-12-23,Standard,23.63
3143,Jasmine Preston,kristinevans@example.com,France,2023-08-18,Standard,110.06
3144,Noah Anderson,lisa37@example.com,Australia,2023-04-24,Basic,62.74
3145,Tricia Townsend MD,amandaroberts@example.net,Canada,2024-06-28,Standard,42.73
3146,Nicole Andrews,rogerfarrell@example.com,France,2026-03-10,Premium,83.64
3147,Chelsea Bennett,lmann@example.org,Brazil,2024-03-08,Standard,38.07
3148,Jennifer Cisneros MD,vmartinez@example.com,United Kingdom,2021-05-19,Premium,89.62
3149,Tammy Taylor,julie34@example.org,Australia,2025-04-11,Standard,37.38
3150,Kevin Williams,dennishale@example.org,United Kingdom,2026-03-19,Standard,54.22
3151,Jason Howard,jessicastanton@example.net,Germany,2023-12-07,Basic,109.76
3152,Chase Torres,davismichelle@example.net,Netherlands,2022-07-05,Standard,80.26
3153,Christine Frank,smartinez@example.org,Netherlands,2024-07-21,Basic,43.86
3154,Eric Oneill,bryan46@example.com,United States,2026-05-06,Premium,110.39
3155,John Anderson,hli@example.net,Germany,2023-01-08,Standard,46.74
3156,Maria English,carlrichards@example.com,United Kingdom,2022-12-11,Basic,51.58
3157,Jaime Gilmore,michael22@example.com,Japan,2025-01-06,Premium,61.26
3158,Tracy Calhoun,evansbrady@example.org,India,2020-01-16,Basic,61.20
3159,Nathan Clark,aaron25@example.com,India,2021-05-17,Premium,39.38
3160,Mr. Thomas Perez,kimberly48@example.com,France,2024-01-06,Standard,27.18
3161,Timothy Hill,turnerkari@example.org,Germany,2025-11-12,Standard,20.29
3162,Brittany Davis,brookstimothy@example.net,United States,2022-12-14,Premium,167.53
3163,Richard Ellis,,Germany,2025-11-21,Premium,35.52
3164,Shaun Smith,ulawrence@example.org,Canada,2025-10-15,Basic,126.57
3165,Jeffrey Davis Jr.,aguilarjustin@example.com,France,2025-11-03,Basic,31.97
3166,Karen Sanchez,wayne01@example.net,United States,2023-03-07,Basic,53.57
3167,Danielle Hamilton,jamie15@example.org,Germany,2022-12-19,Basic,52.49
3168,Mr. Joshua Davis,gjackson@example.org,United States,2020-12-21,Standard,47.19
3169,Gary Gibson,umccoy@example.com,Netherlands,2022-10-23,Standard,36.48
3170,Jeffrey Lane,russellamy@example.org,France,2021-05-01,Basic,98.48
3171,Dennis Mann,johnstokes@example.org,Japan,2026-02-25,Basic,98.25
3172,Cody Shaw,alexanderjohnson@example.org,Australia,2026-04-18,Premium,38.33
3173,Ronald Jackson,tiffany50@example.net,Germany,2020-11-28,Standard,32.74
3174,John Garcia,daviskristina@example.org,Australia,2021-02-13,Standard,66.45
3175,Brandon Heath,scottjoanna@example.net,Canada,2026-04-02,Standard,50.03
3176,Betty Farrell,norozco@example.net,India,2024-08-10,Basic,125.41
3177,Maurice Williams,benjamin53@example.net,Germany,2020-09-05,Premium,135.42
3178,Nancy Todd,btaylor@example.org,United Kingdom,2020-02-02,Standard,20.60
3179,Danny Garcia,wilsonjared@example.net,United Kingdom,2025-12-19,Premium,76.98
3180,William Hogan,darlenecox@example.net,Japan,2023-12-20,Standard,115.11
3181,Jennifer Campbell,johnharper@example.com,India,2020-01-28,Basic,71.94
3182,Robert Lynch,jaylopez@example.com,France,2024-04-04,Basic,61.46
3183,Jessica Lee,lmcguire@example.com,Canada,2022-08-23,Basic,123.44
3184,Danielle Christensen,julieblair@example.net,Brazil,2021-11-02,Standard,45.23
3185,Krista Weber,pweber@example.com,United Kingdom,2022-12-05,Premium,46.27
3186,Raymond Cook,christygreer@example.com,France,2024-07-06,Basic,61.97
3187,Gary Boone,wendyholden@example.com,Brazil,2023-03-13,Standard,31.95
3188,Shelia Dixon,tony62@example.com,India,2023-05-24,Premium,186.90
3189,Willie Robinson,gbutler@example.com,United States,2020-09-08,Premium,97.41
3190,Shawn Waters,ssweeney@example.com,Netherlands,2023-11-03,Basic,99.49
3191,David Clark,sandra66@example.net,France,2023-10-11,Basic,64.60
3192,Gina Wright,omartinez@example.net,United States,2024-02-21,Basic,44.75
3193,Brian Wells,james67@example.net,United Kingdom,2025-08-13,Standard,89.97
3194,Tiffany Mcgee,danielleboyer@example.net,France,2022-11-06,Basic,20.16
3195,Joshua Porter,mariolewis@example.net,Netherlands,2020-04-12,Basic,22.65
3196,Brian Cross,ksanchez@example.org,France,2026-05-27,Basic,50.95
3197,Lee Preston,kennethruiz@example.net,India,2020-02-12,Standard,61.46
3198,Kathryn Garcia,perrymichael@example.org,United Kingdom,2023-05-02,Standard,55.04
3199,Robert Wells,heatherdavis@example.org,France,2020-05-02,Standard,122.92
3200,Patricia Hahn,sbrown@example.org,Canada,2024-01-06,Standard,99.61
3201,Alicia Kemp,amanda67@example.net,United States,2020-02-12,Standard,75.73
3202,William Werner,kdennis@example.org,Japan,2023-09-22,Premium,84.15
3203,Jessica White,lbowers@example.com,Australia,2023-09-22,Premium,91.58
3204,Elizabeth Christensen,mary92@example.com,India,2021-10-09,Standard,51.07
3205,Paul Richards,sallylee@example.org,United Kingdom,2022-01-21,Standard,89.72
3206,Mary Holder,alexander69@example.com,Netherlands,2024-01-08,Standard,69.66
3207,Latoya Davis,whiterobert@example.com,Germany,2023-07-20,Standard,42.78
3208,Stephen Walker,rhayes@example.org,India,2020-11-01,Standard,51.92
3209,Ashley Bell,jeffrey10@example.org,Brazil,2024-12-09,Standard,120.44
3210,Denise Richards,wilsonkimberly@example.org,Japan,2023-02-04,Basic,61.62
3211,Thomas Barnes,leejesse@example.com,Japan,2024-04-20,Basic,22.43
3212,Robert Campbell,ndouglas@example.net,France,2025-05-10,Standard,32.34
3213,Daniel Jones III,christopher01@example.com,Australia,2024-07-03,Basic,31.83
3214,Michelle Alvarado,garciaalex@example.com,Canada,2022-05-22,Standard,90.86
3215,Tammy English,ingrambrandon@example.com,United States,2026-08-13,Standard,24.97
3216,Tammy Powell,hernandezanna@example.com,France,2025-08-03,Basic,11.48
3217,Danielle Thomas,adkinscharles@example.net,United Kingdom,2024-06-18,Standard,85.13
3218,Dean Moore,jonathanwoodard@example.com,Germany,2025-08-05,Premium,140.84
3219,John Joyce,clarkjames@example.com,Australia,2022-01-31,Basic,56.97
3220,Thomas Reyes,tuckersheila@example.net,Netherlands,2021-05-26,Standard,62.55
3221,Rachel Wilson,nguyentimothy@example.net,Japan,2024-11-17,Standard,21.03
3222,Ryan Smith,kirstendavis@example.net,Canada,2021-08-26,Premium,27.20
3223,Timothy Peters,kevinmarshall@example.org,Canada,2021-01-13,Basic,24.99
3224,Mark Stewart,robertsdavid@example.net,Brazil,2020-12-17,Premium,66.14
3225,Jeffrey Sweeney,epeck@example.net,Netherlands,2022-11-24,Basic,28.69
3226,Cynthia Kramer,travis46@example.org,Germany,2020-02-26,Basic,76.57
3227,Ashley Odom,johnsondana@example.com,France,2020-05-23,Standard,50.20
3228,Christian Bailey,pattonyolanda@example.org,United Kingdom,2025-01-14,Premium,49.22
3229,Anthony Carlson,jonesjohn@example.com,Brazil,2021-06-14,Standard,110.76
3230,Joshua Olsen,lchurch@example.com,United States,2024-09-30,Premium,41.85
3231,Eric Jones Jr.,gary52@example.net,United Kingdom,2023-01-14,Premium,17.48
3232,Michele Hill,justin17@example.net,Germany,2020-03-31,Basic,41.56
3233,Tiffany Walker,ronald94@example.net,Germany,2021-03-17,Basic,56.35
3234,Gina Hayes,johnsondaniel@example.net,Australia,2023-04-20,Premium,46.27
3235,Charles Mooney,xclark@example.net,Canada,2023-09-03,Premium,70.51
3236,Jared Hodges,flittle@example.com,United Kingdom,2026-06-11,Standard,22.29
3237,Karen Alvarado,richard04@example.com,Canada,2024-12-18,Standard,49.51
3238,Daniel Hatfield,carteryolanda@example.com,United Kingdom,2023-04-28,Basic,68.27
3239,Richard Hunt,ahicks@example.org,Germany,2024-10-05,Standard,54.05
3240,Mrs. Kimberly Brown,mcdowelladam@example.net,Germany,2026-03-31,Premium,24.37
3241,Aimee Russell,vanessa17@example.org,Canada,2023-08-19,Basic,50.90
3242,Mary Taylor,walterrodriguez@example.com,Brazil,2024-12-24,Premium,57.89
3243,Adam Ramirez,andreawhite@example.net,Germany,2025-07-30,Basic,77.49
3244,Ms. Elizabeth Smith MD,michelle83@example.com,United States,2022-07-23,Basic,219.82
3245,Ashley Wilson,shaun13@example.com,France,2025-02-06,Basic,53.05
3246,Walter Acevedo,michaeljohnson@example.com,United Kingdom,2024-11-17,Basic,61.91
3247,Roger Moody,fredday@example.net,Brazil,2021-12-14,Standard,29.20
3248,Heather Burns,oroberts@example.net,United States,2020-02-06,Standard,37.55
3249,Timothy Smith,georgesteven@example.org,India,2023-06-18,Basic,25.03
3250,Sean Harding,johnsonkevin@example.net,Brazil,2025-12-09,Standard,129.16
3251,Kayla Escobar,kevinaustin@example.org,United Kingdom,2026-05-24,Premium,97.03
3252,Stephen Anderson,keith86@example.com,Netherlands,2021-05-26,Premium,26.32
3253,Lisa Johnson,thompsondarlene@example.net,Germany,2020-04-20,Premium,140.80
3254,Tracy Nunez,katelynjimenez@example.net,Australia,2025-02-10,Premium,27.52
3255,Anne Holloway,stevenrichards@example.org,United States,2025-03-09,Standard,26.21
3256,Kenneth Flores,pking@example.net,France,2025-08-19,Standard,113.29
3257,Elizabeth Tate,angela57@example.com,Germany,2021-05-05,Basic,59.10
3258,Lacey Williams,jacob06@example.net,Canada,2024-03-05,Standard,52.09
3259,Jessica Bennett,michael28@example.net,Japan,2020-05-27,Basic,79.83
3260,Peter Watson,pricerobert@example.org,Canada,2021-09-25,Basic,121.94
3261,Timothy Barnes,millerlucas@example.com,France,2020-07-06,Basic,36.06
3262,Daniel Smith,evansrachel@example.org,Australia,2020-11-17,Standard,80.57
3263,Louis Sanders,james69@example.net,France,2024-01-16,Premium,103.61
3264,Robin Schmidt,kevin72@example.com,Germany,2026-07-05,Standard,76.16
3265,Eric Smith,johntaylor@example.com,France,2023-10-09,Standard,25.29
3266,Nathan Peterson,hillshawn@example.org,Netherlands,2025-07-20,Standard,94.44
3267,Jimmy Singleton,uburke@example.net,United States,2022-09-28,Standard,48.97
3268,Alexis Ramirez,cruzmary@example.net,Germany,2026-06-30,Basic,23.05
3269,Lisa Morgan,shannon33@example.org,Brazil,2023-06-09,Standard,35.96
3270,Tammy Taylor,michael31@example.com,Brazil,2026-06-23,Standard,66.97
3271,Brenda Graham,rperez@example.org,France,2020-02-15,Standard,67.25
3272,Christopher Washington,rebeccavaughn@example.net,Japan,2022-05-01,Basic,58.59
3273,Jason Weaver,carolinecalderon@example.org,Netherlands,2021-04-19,Standard,70.69
3274,Stephanie Reyes,rebeccahoward@example.org,United Kingdom,2020-01-16,Premium,121.08
3275,William Weiss,thomasmooney@example.org,India,2026-01-18,Standard,20.32
3276,Kathryn Turner,maddoxdavid@example.org,France,2026-07-25,Basic,26.48
3277,Kevin Rodriguez,adrian20@example.com,United Kingdom,2024-04-13,Premium,66.51
3278,Larry Miller,dawnlewis@example.net,Japan,2022-12-02,Standard,95.28
3279,Maria Jordan,smithdebbie@example.org,Canada,2026-05-17,Basic,44.18
3280,Megan Graves,vthomas@example.com,Japan,2021-07-03,Premium,42.30
3281,Nicholas Riley,palmermiguel@example.net,France,2024-10-22,Basic,62.51
3282,Vanessa Taylor,jeremymitchell@example.com,India,2025-02-10,Standard,78.19
3283,Thomas Ferguson,christophercruz@example.net,United States,2025-08-15,Standard,53.85
3284,Sara Wallace,mitchellnicholas@example.com,Canada,2021-03-26,Standard,92.87
3285,Lucas Gaines,mendezsierra@example.com,Brazil,2022-05-04,Standard,62.63
3286,Michelle Morgan,santiagoterri@example.com,Canada,2025-04-26,Premium,66.34
3287,Richard Moore,gregory76@example.org,Japan,2023-10-01,Premium,41.03
3288,Jennifer Jones,underwooddeborah@example.com,Japan,2024-07-02,Standard,29.00
3289,John Payne,moorejohn@example.net,India,2026-06-17,Basic,102.70
3290,Christine Sanchez,ojohnson@example.com,United Kingdom,2025-05-09,Standard,106.65
3291,Christopher Melton,jamestucker@example.net,India,2022-06-03,Basic,53.42
3292,Jose Gutierrez,hcardenas@example.net,Japan,2025-08-12,Standard,50.92
3293,Cheryl Williams,smiller@example.org,Germany,2024-05-24,Premium,64.90
3294,Kimberly Velez,shawnrogers@example.org,France,2020-06-17,Basic,52.43
3295,David Cooper,morganwarner@example.org,Canada,2024-08-30,Standard,15.46
3296,Nicole Nichols,njames@example.org,Brazil,2024-12-17,Standard,308.41
3297,Grant Jones DVM,dakota83@example.net,Netherlands,2024-04-10,Basic,109.24
3298,Donald Harrell,samanthataylor@example.org,Netherlands,2021-11-24,Standard,56.07
3299,Edward Jordan,klara@example.net,Canada,2021-04-27,Basic,71.98
3300,Wyatt Stewart MD,monicawood@example.org,United Kingdom,2024-07-04,Standard,63.32
3301,Timothy Cruz,tracydavenport@example.net,India,2023-06-24,Standard,56.83
3302,Edward Simmons,qmadden@example.net,Germany,2022-06-10,Basic,55.82
3303,Sandra Smith,joshuapham@example.com,Japan,2021-11-18,Premium,26.17
3304,Lauren Arellano,ugarrett@example.org,Brazil,2022-10-20,Basic,136.08
3305,Brenda Chambers,imurphy@example.com,France,2022-01-18,Standard,83.89
3306,Michelle White,wcannon@example.com,United States,2022-10-09,Standard,48.10
3307,Richard Scott,jodipark@example.net,Canada,2022-10-05,Basic,77.49
3308,Jeffrey Patton,michelle12@example.net,India,2025-08-10,Basic,35.22
3309,Johnny Pierce,rachel22@example.org,India,2020-10-02,Basic,57.20
3310,Julie Wiley,mitchellmichael@example.com,Germany,2022-02-27,Standard,45.01
3311,Judy Harris,darren84@example.net,Brazil,2021-10-03,Basic,68.82
3312,Terri Meza,claytonchavez@example.net,United Kingdom,2021-06-03,Standard,40.42
3313,Tammy Hale,jamesbrewer@example.org,Canada,2023-06-16,Standard,65.85
3314,Jill Foster,levi67@example.com,Brazil,2024-02-03,Standard,26.82
3315,Rachel Morton,qmccoy@example.org,United Kingdom,2025-04-12,Standard,141.26
3316,Sophia Petersen MD,hgonzalez@example.org,Germany,2023-07-22,Basic,109.93
3317,Thomas Martinez,vancejennifer@example.net,Germany,2026-02-12,Basic,25.03
3318,Christy Sweeney DDS,kerri83@example.org,United Kingdom,2020-12-21,Standard,31.99
3319,William Fernandez,yjohnson@example.net,Netherlands,2021-04-22,Standard,64.02
3320,Daniel Smith,vjimenez@example.net,Germany,2021-04-27,Basic,36.13
3321,Sherri Greene,danielle49@example.com,Germany,2021-10-12,Standard,59.35
3322,Mike Williams,hartmitchell@example.com,Canada,2020-07-29,Standard,81.85
3323,Tara Brooks,dustinhowell@example.org,Germany,2023-12-09,Premium,118.51
3324,John Cobb,jonesrachel@example.com,Netherlands,2025-01-14,Standard,80.80
3325,Laura Todd,fernandezbrandon@example.net,United Kingdom,2023-04-28,Basic,68.05
3326,Dillon Brown,mitchelldanielle@example.org,Canada,2023-11-18,Standard,46.03
3327,Daniel Rivera,gcruz@example.com,Brazil,2022-09-12,Basic,44.94
3328,Francisco Wagner,hilldebbie@example.com,France,2023-11-29,Standard,17.49
3329,Kelli Stewart,bobbyfowler@example.org,Japan,2024-08-29,Premium,29.09
3330,Brandon Ho,seth77@example.net,Netherlands,2020-07-25,Standard,49.50
3331,Steven Rose,mooresteven@example.net,United Kingdom,2023-04-07,Standard,75.26
3332,Jose Price,timothygarcia@example.org,Brazil,2025-10-11,Standard,102.17
3333,Ronald Gonzales,krodriguez@example.net,Netherlands,2023-07-25,Premium,40.02
3334,Andrew Flores,elizabethmoore@example.org,France,2023-09-01,Standard,19.68
3335,David Schneider,cooktiffany@example.org,Australia,2020-03-14,Basic,17.71
3336,Kimberly Wright,chapmanrobert@example.com,France,2026-01-01,Basic,34.03
3337,Katrina Campbell,vanessalane@example.net,United Kingdom,2024-06-05,Premium,49.43
3338,Ricardo Olson,jross@example.org,Canada,2021-08-28,Premium,29.80
3339,Jessica Washington,jonesmark@example.com,France,2020-01-06,Standard,52.99
3340,Richard Peterson,adamgolden@example.org,United Kingdom,2021-04-30,Basic,258.72
3341,Jessica Castro,rachelmurray@example.com,Netherlands,2024-11-08,Premium,60.50
3342,Michelle Martin,jonathanjones@example.com,France,2024-04-01,Standard,46.50
3343,Walter Smith,nancywood@example.com,Japan,2025-10-05,Basic,35.58
3344,Tammy Martinez,ameyers@example.net,India,2025-03-28,Basic,52.60
3345,Michelle Jackson,fowlerkathy@example.org,Brazil,2023-10-31,Premium,46.61
3346,Tiffany Wilson,eleon@example.com,India,2020-11-01,Premium,48.95
3347,Jean Smith,donald27@example.net,Canada,2022-01-21,Standard,59.05
3348,Ronald Moran,smithrebecca@example.org,Japan,2025-03-12,Premium,77.76
3349,Michael Williams,donald44@example.com,Japan,2021-12-28,Standard,99.16
3350,John Todd,sallison@example.net,Brazil,2025-01-28,Standard,21.26
3351,Karen Bennett,rmichael@example.net,Netherlands,2021-02-23,Standard,43.77
3352,Jennifer Williams,zbailey@example.com,United States,2026-06-12,Standard,32.90
3353,Derek Smith,pwarren@example.org,United States,2023-10-14,Basic,154.84
3354,Micheal Gonzalez,edwin42@example.net,Germany,2026-03-29,Basic,34.07
3355,Brandon Jones,sweber@example.org,United States,2026-05-29,Basic,23.31
3356,Michael Mendoza,john90@example.com,Canada,2020-08-27,Basic,34.84
3357,Martin Wilson DVM,robertfarmer@example.com,Australia,2026-06-07,Standard,83.23
3358,Ronald Hernandez,benjamin10@example.org,Canada,2023-12-08,Premium,83.70
3359,Kenneth Clark,johnsonantonio@example.com,Netherlands,2024-10-20,Premium,35.83
3360,Tamara Harris,megan59@example.com,Canada,2024-06-20,Standard,44.72
3361,Brandon Lopez IV,keith83@example.com,United Kingdom,2024-12-24,Standard,16.21
3362,Wesley Page,fkennedy@example.com,Germany,2026-05-03,Basic,37.69
3363,Cynthia Moore,ymercer@example.com,United Kingdom,2023-03-02,Standard,32.64
3364,Ruth Russell,christophercooley@example.com,Australia,2024-12-31,Standard,84.86
3365,Gary Garrison,dustin82@example.com,France,2025-12-01,Premium,32.77
3366,Andrew Johnson,vanessajimenez@example.org,Netherlands,2022-12-03,Basic,21.29
3367,Melvin Bennett,andrewmyers@example.org,France,2025-06-27,Basic,13.95
3368,Diana Holloway,floresbridget@example.net,Brazil,2026-04-21,Basic,121.37
3369,Anthony Newman,zrich@example.net,United Kingdom,2020-01-08,Premium,125.93
3370,Susan James,vanessaflores@example.com,Australia,2023-06-09,Premium,38.14
3371,Andrew Williams,lisadavis@example.org,Australia,2021-09-13,Premium,160.14
3372,Rhonda Collins,cameronramos@example.org,India,2022-12-13,Standard,164.79
3373,Trevor Brown,thompsondawn@example.org,Japan,2021-03-29,Standard,16.36
3374,Thomas Mccarthy,colleenwilliams@example.net,United Kingdom,2022-10-18,Premium,27.05
3375,Jennifer Ferguson,fbutler@example.org,India,2023-11-22,Standard,113.07
3376,Miss Jessica Jones,huntlisa@example.org,United States,2025-07-08,Standard,29.98
3377,Susan Robinson,kimberly47@example.org,France,2020-08-31,Basic,44.19
3378,Megan Harmon,johnsonmichael@example.net,Japan,2023-01-20,Basic,199.72
3379,Lisa Roberts,atkinsryan@example.org,India,2025-02-27,Premium,80.74
3380,Brenda Henderson,codyrichards@example.org,India,2022-10-17,Standard,63.86
3381,Nina Garcia,thomasrussell@example.com,United Kingdom,2024-06-23,Basic,84.03
3382,Karen Kane,ssimmons@example.org,Canada,2024-05-05,Premium,49.93
3383,David Gardner,dominiquedaniels@example.org,United Kingdom,2021-03-19,Standard,158.53
3384,Carolyn Moore,angel62@example.com,United Kingdom,2025-08-28,Standard,8.11
